family,Male,Female,Other,n
GPT-3 Legacy,51.57407407407407,42.87037037037037,5.555555555555564,2160
GPT-3.5,21.666666666666668,76.66666666666667,1.6666666666666572,540
GPT-4o,92.4074074074074,6.7592592592592595,0.8333333333333357,1080
GPT-4.1,93.88888888888889,5.432098765432099,0.6790123456790154,1620
Serie o,93.45679012345678,5.0,1.5432098765432158,1620
GPT-5,83.69120654396728,15.132924335378323,1.1758691206543936,1956
